country,gdp_pc_pp,pop,urbanization_rate,gdp_pc_cd,T_rebuild_K,pi,income_elast,rho,shareable,max_increased_spending,prepare_scaleup,borrow_abi,avg_prod_k,protection,tau_tax
Albania,11424.6283187,2876101.0,0.58376,4146.89625046,1,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.185279986031,20.0,0.17475920808
Algeria,13974.6662247,40606052.0,0.71304,3843.75232202,1,0.2,1.5,0.06,0.8,0.05,0.8,0.5,0.288910450329,20.0,0.129558545989
Angola,6024.72613815,28813463.0,0.44819,3110.80818263,1,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.432397390525,20.0,0.106132303994
Antigua and Barbuda,20777.613083,100963.0,0.23393,14353.3788139,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.416666666667,0.400510641609,20.0,0.123714907013
Argentina,10405.0,43847430.0,0.91893,12449.2168521,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.375,0.269549514885,20.0,0.148267179559
Armenia,8174.36673172,2924816.0,0.62558,3606.15205715,1,0.2,1.5,0.06,0.8,0.05,0.4,0.425,0.366695721222,20.0,0.351328706264
Australia,44414.0294791,24127159.0,0.89554,49927.8195095,1,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.27360239086,20.0,0.158996
Austria,44143.7001648,8747358.0,0.66032,44176.515216,1,0.2,1.5,0.06,0.8,0.05,0.8,0.891666666667,0.232278518207,20.0,0.41699351443
Azerbaijan,15994.0097416,9762274.0,0.54895,3876.93643264,1,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.598221283185,20.0,0.425623651521
Bangladesh,3319.35355606,162951560.0,0.35035,1358.77975225,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.616666666667,0.289708907625,20.0,0.13847254356
Belarus,16742.2554956,9507120.0,0.77046,4989.25461056,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.516666666667,0.386444536754,20.0,0.416844998849
Belgium,41945.692123,11348159.0,0.97897,41096.1573022,1,0.2,1.5,0.06,0.8,0.05,0.0,0.425,0.216691517437,20.0,0.42390653531
Belize,7831.45448606,366954.0,0.43845,4810.56590199,1,0.2,1.5,0.06,0.8,0.05,0.0,0.075,0.961548126505,20.0,0.122746842458
Benin,2009.96138386,10872298.0,0.44395,789.440410686,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.330253321946,20.0,0.0736571919214
Bhutan,8105.79696748,797765.0,0.39377,2804.00022299,1,0.2,1.5,0.06,0.8,0.05,0.6,0.416666666667,0.185575394278,20.0,0.0187393531164
Bolivia,6707.95618414,10887882.0,0.68911,3104.95608914,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.45,0.421834200421,20.0,0.139738571989
Bosnia and Herzegovina,11179.3499097,3516816.0,0.3994,4708.71826066,1,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.323932232357,20.0,0.132492419908
Botswana,15513.4419328,2250260.0,0.5771,6788.04274538,1,0.2,1.5,0.06,0.8,0.05,0.6,0.708333333333,0.281178076714,20.0,0.0490688821623
Brazil,14023.6916227,207652865.0,0.85933,8649.94849175,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.558333333333,0.265575010188,20.0,0.197398223846
Bulgaria,17709.075186,7127822.0,0.74266,7350.7958009,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.716666666667,0.323078471507,20.0,0.4199806117
Burkina Faso,1594.57677663,18646433.0,0.30688,649.730483656,1,0.2,1.5,0.06,0.8,0.05,0.8,0.416666666667,0.405665091881,20.0,0.0267514925839
Burundi,721.176561507,10524117.0,0.12359,285.727442065,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.25,0.462979312718,20.0,0.0971249976496
Cameroon,3045.91916487,23439189.0,0.54938,1032.64872204,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.566666666667,0.419737574603,20.0,0.00632644167795
Canada,43087.7573654,36286425.0,0.82006,42157.927991,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.833333333333,0.335483893856,20.0,0.172406
Central African Republic,647.880444824,4594621.0,0.40332,382.213174318,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.314743833051,20.0,0.00582617462703
Chad,1845.91467919,14452543.0,0.22618,664.295651899,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.753200994464,20.0,0.0299346372324
Chile,22706.720537,17909754.0,0.89697,13792.9260544,1,0.2,1.5,0.06,0.8,0.05,0.8,0.925,0.347394111819,20.0,0.149239161887
China,14400.8860587,1378665000.0,0.56778,8123.18087255,1,0.2,1.5,0.06,0.8,0.05,0.8,0.841666666667,0.229216379139,20.0,0.14838872256
Colombia,13124.3248436,48653419.0,0.76708,5805.60533452,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.716666666667,0.27977925648,20.0,0.0886007672769
Comoros,1411.15233854,795601.0,0.28412,775.080084705,1,0.2,1.5,0.06,0.8,0.05,0.266666666667,0.166666666667,0.197958724461,20.0,0.0273729028858
"Congo, Dem. Rep.",742.307904932,78736153.0,0.43015,444.505316816,1,0.2,1.5,0.06,0.8,0.05,0.4,0.375,0.237056001858,20.0,0.0771008732222
"Congo, Rep.",5301.39727121,5125821.0,0.65798,1528.24483012,1,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.372753423902,20.0,0.140770428678
Costa Rica,15401.4925047,4857274.0,0.77675,11824.638102,1,0.2,1.5,0.06,0.8,0.05,0.933333333333,0.75,0.481896754917,20.0,0.167144662886
Cote d'Ivoire,3448.14401279,23695919.0,0.54869,1526.19717484,1,0.2,1.5,0.06,0.8,0.05,0.4,0.45,0.575976439362,20.0,0.0971787419348
Croatia,21408.5515145,4170600.0,0.59284,12090.6665636,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.558333333333,0.230522471532,20.0,0.290297101
Cyprus,31195.5062212,1170125.0,0.6684,23324.2017354,1,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.201747782914,20.0,0.3446567552
Czech Republic,31071.7483716,10561633.0,0.7298,18266.5496886,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.9,0.239799831571,20.0,0.445818471754
Denmark,45686.4845315,5731118.0,0.87847,53417.6642756,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.916666666667,0.230106064028,20.0,0.382931422367
Djibouti,3139.27353523,942333.0,0.7743,1862.16727373,1,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.260598620673,20.0,0.0954625018338
Dominica,10174.0385414,73543.0,0.6982,7144.45467278,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,1.47170826203,20.0,0.101975100282
Dominican Republic,14098.8758698,10648791.0,0.79841,6722.22353581,1,0.2,1.5,0.06,0.8,0.05,0.6,0.508333333333,0.377150399089,20.0,0.123301880294
Ecuador,10462.4413269,16385068.0,0.63976,5968.98413849,1,0.2,1.5,0.06,0.8,0.05,0.8,0.458333333333,0.2574734718,20.0,0.187631425584
"Egypt, Arab Rep.",10319.2569275,95688681.0,0.43222,3514.49009689,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.458333333333,0.492778341883,20.0,0.117536831503
El Salvador,7989.99725603,6344722.0,0.67189,4223.58457943,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.508333333333,0.134243575308,20.0,0.196328883751
Estonia,27735.1385142,1316481.0,0.67468,17574.6873553,1,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.280060391597,20.0,0.3608352201
Ethiopia,1608.29347612,102403196.0,0.19922,706.757754078,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.591666666667,0.378116165384,20.0,0.0990262430308
Fiji,8862.74044257,898760.0,0.54099,5153.35154432,1,0.2,1.5,0.06,0.8,0.05,1.0,0.675,0.336139019412,20.0,0.131434908248
Finland,39422.6469805,5495096.0,0.84358,43090.2475063,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.891666666667,0.217990968574,20.0,0.357808437848
France,38058.8730456,66896109.0,0.7975,36854.9682805,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.95,0.223449179748,20.0,0.3856780956
Gabon,16785.9980144,1979786.0,0.87366,7179.34066115,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.591666666667,0.329912373595,20.0,0.126240219676
Georgia,9267.29900374,3719300.0,0.53826,3853.64990353,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.616666666667,0.363265148312,20.0,0.569674700164
Germany,44072.3921575,82667685.0,0.7551,41936.0585755,1,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.273017446397,20.0,0.404418349197
Ghana,3980.20210607,28206728.0,0.54682,1513.46103433,1,0.2,1.5,0.06,0.8,0.05,0.8,0.541666666667,0.407935016576,20.0,0.173211340337
Greece,24263.8781264,10746740.0,0.78329,18103.9693224,1,0.2,1.5,0.06,0.8,0.05,0.8,0.466666666667,0.236791750316,20.0,0.489918763898
Guatemala,7366.76847953,16582469.0,0.5203,4146.74412863,1,0.2,1.5,0.06,0.8,0.05,0.466666666667,0.583333333333,0.647562772801,20.0,0.0396532528192
Guinea,1215.0253768,12395924.0,0.37651,508.145078427,1,0.2,1.5,0.06,0.8,0.05,0.6,0.333333333333,0.351069489284,20.0,0.0731361673505
Guinea-Bissau,1466.26769456,1815698.0,0.50094,620.214764744,1,0.2,1.5,0.06,0.8,0.05,0.2,0.166666666667,0.423188762937,20.0,0.0902500065652
Guyana,7248.23018348,773303.0,0.28661,4456.55369735,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.380848192174,20.0,0.127105207402
Haiti,1653.96184811,10847334.0,0.59794,739.595436254,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.25,0.133366953773,20.0,0.0141119375601
Honduras,4392.26594676,9112867.0,0.55315,2361.15761951,1,0.2,1.5,0.06,0.8,0.05,0.333333333333,0.566666666667,0.363592694105,20.0,0.139406869826
Hungary,25381.2879151,9817958.0,0.71672,12664.8474351,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.666666666667,0.221269411701,20.0,0.555089652
India,6092.64809658,1324171354.0,0.33136,1709.3879212,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.775,0.452530164236,20.0,0.11899022154
Indonesia,10764.5479973,261115456.0,0.54466,3570.29488812,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.608333333333,0.309976818667,20.0,0.12523723442
"Iran, Islamic Rep.",16010.1114418,80277428.0,0.73879,4957.58127646,1,0.2,1.5,0.06,0.8,0.05,0.6,0.416666666667,0.317995177479,20.0,0.138200581665
Iraq,16086.9180587,37202572.0,0.69592,4609.60069352,1,0.2,1.5,0.06,0.8,0.05,0.2,0.25,0.584092471451,20.0,0.113976777353
Ireland,62828.3391656,4773095.0,0.63535,61606.4829394,1,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.311250549275,20.0,0.507319113588
Israel,32612.6885764,8547100.0,0.92205,37292.6122173,1,0.2,1.5,0.06,0.8,0.05,0.0,0.4,0.358478281362,20.0,0.178437000155
Italy,34620.1293634,60600590.0,0.69116,30527.268203,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.716666666667,0.204611968718,20.0,0.41496272909
Jamaica,8190.00090508,2881355.0,0.5503,4868.24826261,1,0.2,1.5,0.06,0.8,0.05,0.6,0.408333333333,0.381009113473,20.0,0.153743091806
Japan,38239.7712872,126994511.0,0.93928,38894.4677292,1,0.2,1.5,0.06,0.8,0.05,0.8,0.816666666667,0.210442533555,20.0,0.211086953489
Jordan,8389.54333613,9455802.0,0.83905,4087.93751672,1,0.2,1.5,0.06,0.8,0.05,0.466666666667,0.425,0.175722722221,20.0,0.206238572797
Kazakhstan,23419.9055774,17797032.0,0.53229,7510.07720866,1,0.2,1.5,0.06,0.8,0.05,0.6,0.775,0.330570755356,20.0,0.0489763033133
Kenya,2925.60091711,48461567.0,0.26055,1455.35976536,1,0.2,1.5,0.06,0.8,0.05,0.8,0.508333333333,0.462960273152,20.0,0.0710370836841
Kiribati,1897.81234732,114395.0,0.44447,1449.05823117,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.283949579832,20.0,0.0879932419561
"Korea, Rep.",34985.8493335,51245707.0,0.82592,27538.8061282,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.95,0.236793622197,20.0,0.175836382474
Kyrgyz Republic,3291.96824336,6082700.0,0.3585,1077.03617433,1,0.2,1.5,0.06,0.8,0.05,0.6,0.483333333333,0.520225666641,20.0,0.274962041382
Lao PDR,5734.58657172,6758353.0,0.39654,2353.15287465,1,0.2,1.5,0.06,0.8,0.05,0.4,0.166666666667,0.247298886073,20.0,0.126165267467
Latvia,23712.0907801,1960424.0,0.67361,14118.0639068,1,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.239369908081,20.0,0.255768716
Lebanon,12974.1654544,6006668.0,0.87914,7914.00467748,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.4,0.167657612417,20.0,0.0944794171395
Lesotho,2808.23632967,2203821.0,0.2784,998.134371558,1,0.2,1.5,0.06,0.8,0.05,0.4,0.166666666667,0.199212095658,20.0,0.0818453589221
Liberia,753.557379049,4613823.0,0.501,455.370741357,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.472512071273,20.0,0.124579109787
Lithuania,27904.0962509,2872298.0,0.66512,14879.680299,1,0.2,1.5,0.06,0.8,0.05,0.0,0.35,0.312964424495,20.0,0.34447652
Luxembourg,97018.6636397,582972.0,0.90432,102831.321483,1,0.2,1.5,0.06,0.8,0.05,0.0,0.5,0.247230660386,20.0,0.387573048658
"Macedonia, FYR",13054.7769673,2081206.0,0.57204,5237.14767046,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.333333333333,0.263932166583,20.0,0.266900011579
Madagascar,1396.0917342,24894551.0,0.35741,401.318870069,1,0.2,1.5,0.06,0.8,0.05,0.6,0.25,0.294072983843,20.0,0.0929487308935
Malawi,1083.97019632,18091575.0,0.16454,300.794825113,1,0.2,1.5,0.06,0.8,0.05,0.8,0.333333333333,0.253076569219,20.0,0.0233205281552
Malaysia,25660.4598532,31187265.0,0.7537,9502.56839625,1,0.2,1.5,0.06,0.8,0.05,0.8,0.766666666667,0.250594074561,20.0,0.0618437429966
Maldives,12235.5464664,417492.0,0.4654,8601.63248838,1,0.2,1.5,0.06,0.8,0.05,0.6,0.333333333333,0.326357971697,20.0,0.0174408634475
Mali,1962.69087403,17994837.0,0.40683,780.507110878,1,0.2,1.5,0.06,0.8,0.05,0.6,0.333333333333,0.643844865959,20.0,0.0507278990182
Mauritania,3572.28055033,4301018.0,0.60446,1077.55613626,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.333333333333,0.238105970858,20.0,0.0862356867372
Mauritius,19548.6385168,1263473.0,0.39548,9627.59578522,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.741666666667,0.294812791693,20.0,0.333296997444
Mexico,16831.1247258,127540423.0,0.79517,8201.30625288,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.766666666667,0.368263044977,20.0,0.27703922504
Moldova,4944.33566121,3552000.0,0.45089,1900.20147935,1,0.2,1.5,0.06,0.8,0.05,0.6,0.375,0.256704773757,20.0,0.369666655034
Mongolia,11328.4757358,3027398.0,0.72823,3686.45169811,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.566666666667,0.207674879251,20.0,0.231743844058
Montenegro,15658.1132131,622781.0,0.64223,6701.00008024,1,0.2,1.5,0.06,0.8,0.05,0.0,0.175,0.364896662392,20.0,0.33355162695
Morocco,7265.84707894,35276786.0,0.60685,2832.42977714,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.75,0.269256967219,20.0,0.134679837902
Myanmar,5351.5548029,52885223.0,0.3465,1275.01760815,1,0.2,1.5,0.06,0.8,0.05,0.466666666667,0.25,0.721910597968,20.0,0.0771479129519
Namibia,9812.40862857,2479713.0,0.47625,4140.46193249,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.608333333333,0.27517268198,20.0,0.136412595769
Nepal,2287.72326468,28982771.0,0.18995,729.532501133,1,0.2,1.5,0.06,0.8,0.05,0.6,0.333333333333,0.270199300271,20.0,0.284219797068
Netherlands,47128.3107892,17018408.0,0.91032,45294.7799954,1,0.2,1.5,0.06,0.8,0.05,0.8,0.916666666667,0.252519894857,20.0,0.34084666104
Nicaragua,5136.84157371,6149928.0,0.59107,2151.38204656,1,0.2,1.5,0.06,0.8,0.05,0.6,0.483333333333,0.299517118673,20.0,0.133384400205
Niger,906.992520617,20672987.0,0.1901,363.22697389,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.333333333333,0.233592316855,20.0,0.0617439981189
Nigeria,5438.92271095,185989640.0,0.48597,2177.98516982,1,0.2,1.5,0.06,0.8,0.05,0.8,0.591666666667,0.873644472949,20.0,0.0110583224611
Norway,63810.7864262,5232929.0,0.80734,70812.4774226,1,0.2,1.5,0.06,0.8,0.05,0.8,1.0,0.335951687348,20.0,0.314924937902
Pakistan,4866.16345609,193203476.0,0.39224,1468.19294648,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.541666666667,0.37671735813,20.0,0.130741791762
Panama,21334.9396784,4034119.0,0.66895,13680.2360069,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.716666666667,0.540242716064,20.0,0.11710589323
Papua New Guinea,2620.88240256,8084991.0,0.13039,2182.71656543,1,0.2,1.5,0.06,0.8,0.05,0.4,0.4,0.325181207197,20.0,0.00153862063194
Paraguay,8877.60664526,6725308.0,0.59924,4080.20464394,1,0.2,1.5,0.06,0.8,0.05,0.8,0.666666666667,0.36827321307,20.0,0.150928700437
Peru,12071.5923766,31773839.0,0.78924,6045.65007662,1,0.2,1.5,0.06,0.8,0.05,0.6,0.766666666667,0.270198675364,20.0,0.200059181708
Philippines,7236.46707132,103320222.0,0.44289,2951.07192904,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.633333333333,0.27365718828,20.0,0.225506335591
Poland,26003.0133946,37948016.0,0.60531,12372.4170564,1,0.2,1.5,0.06,0.8,0.05,0.6,0.791666666667,0.413202631999,20.0,0.49673548
Portugal,27006.8742813,10324611.0,0.64017,19813.3082485,1,0.2,1.5,0.06,0.8,0.05,0.8,0.666666666667,0.190242267405,20.0,0.4620613684
Romania,21647.8089324,19705301.0,0.54749,9474.13060441,1,0.2,1.5,0.06,0.8,0.05,0.6,0.691666666667,0.267748037821,20.0,0.423364453
Russian Federation,24026.0049164,144342396.0,0.74101,8748.36450405,1,0.2,1.5,0.06,0.8,0.05,0.0,0.25,0.349163003927,20.0,0.214862919542
Rwanda,1773.75048395,11917508.0,0.29775,702.835601586,1,0.2,1.5,0.06,0.8,0.05,0.8,0.483333333333,0.71257781725,20.0,0.0766635522547
Senegal,2380.38691749,15411614.0,0.44065,958.073737853,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.508333333333,0.226210112016,20.0,0.21137062368
Serbia,13720.0872294,7057412.0,0.55668,5348.29406421,1,0.2,1.5,0.06,0.8,0.05,0.6,0.508333333333,0.22012045337,20.0,0.370817527379
Seychelles,26319.1586251,94677.0,0.54214,15075.7194366,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.416666666667,0.218547698672,20.0,0.147137053147
Sierra Leone,1365.86594307,7396190.0,0.40318,496.049463351,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.333333333333,0.40686599128,20.0,0.0299313974931
Slovak Republic,29156.0939118,5428704.0,0.53468,16495.9876837,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.625,0.305901886042,20.0,0.392903020488
Slovenia,29803.4496172,2064845.0,0.49627,21304.570162,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.691666666667,0.22133788304,20.0,0.3630338905
Solomon Islands,2072.71057765,599419.0,0.22779,2005.48364333,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.375,0.296886000542,20.0,0.0664607747513
South Africa,12260.1653541,55908865.0,0.65295,5273.59387968,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.716666666667,0.412218190943,20.0,0.168717509016
Spain,33261.0793376,46443959.0,0.79802,26528.4917901,1,0.2,1.5,0.06,0.8,0.05,0.8,0.716666666667,0.182999296714,20.0,0.433942083394
Sri Lanka,11417.2564579,21203000.0,0.18407,3835.39481711,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.508333333333,0.337960802589,20.0,0.0881863186694
St. Lucia,10703.0957483,178015.0,0.1854,7744.44517264,1,0.2,1.5,0.06,0.8,0.05,0.466666666667,0.333333333333,0.891774503312,20.0,0.123701013686
St. Vincent and the Grenadines,10758.5631211,109643.0,0.50899,7030.05714506,1,0.2,1.5,0.06,0.8,0.05,0.0,0.125,0.634455635905,20.0,0.164484243036
Sudan,4385.04692279,39578828.0,0.34007,2415.03816213,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.333333333333,0.948753364454,20.0,0.0597447717152
Swaziland,7733.80856334,1343098.0,0.21315,2775.15390848,1,0.2,1.5,0.06,0.8,0.05,0.6,0.416666666667,0.190380606921,20.0,0.109525768236
Sweden,46441.205921,9903122.0,0.85964,51599.8688678,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.916666666667,0.357367643803,20.0,0.35766116185
Switzerland,56625.1350142,8372098.0,0.7399,78812.6506873,1,0.2,1.5,0.06,0.8,0.05,0.933333333333,1.0,0.283085400036,20.0,0.318839826523
Tajikistan,2762.58545284,8734951.0,0.26891,795.843864368,1,0.2,1.5,0.06,0.8,0.05,0.6,0.333333333333,0.385426324463,20.0,0.233121810556
Tanzania,2583.27903888,55572201.0,0.32316,879.193814026,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.333333333333,0.413204367123,20.0,0.0765013290732
Thailand,15681.8140914,68863514.0,0.5154,5907.91343152,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.741666666667,0.240336363,20.0,0.271871370467
Timor-Leste,2151.10705531,1268671.0,0.33401,1161.76093513,1,0.2,1.5,0.06,0.8,0.05,0.4,0.416666666667,0.12895241137,20.0,0.0608704251995
Togo,1382.10974737,7606374.0,0.40463,578.461693649,1,0.2,1.5,0.06,0.8,0.05,0.2,0.25,0.370892031209,20.0,0.0940822194522
Tonga,5332.47244457,107122.0,0.23801,3688.87463595,1,0.2,1.5,0.06,0.8,0.05,0.6,0.333333333333,0.357835763622,20.0,0.117023556245
Trinidad and Tobago,29578.9563878,1364962.0,0.08352,15377.0988056,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.691666666667,1.0787654875,20.0,0.146585941091
Tunisia,10752.0168251,11403248.0,0.67047,3688.64637468,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.533333333333,0.249265643269,20.0,0.144380341765
Turkey,23679.3963898,79512426.0,0.73887,10787.609339,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.691666666667,0.41216690942,20.0,0.209028638395
Uganda,1713.85119177,41487965.0,0.16444,615.308803183,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.591666666667,0.573574552105,20.0,0.10331523113
Ukraine,7668.05577615,45004645.0,0.69915,2185.72803066,1,0.2,1.5,0.06,0.8,0.05,0.0,0.05,0.24585419244,20.0,0.404958861329
United Kingdom,38901.0467585,65637239.0,0.82835,39899.3883949,1,0.2,1.5,0.06,0.8,0.05,0.8,0.891666666667,0.303128174748,20.0,0.433940166696
United States,53272.5157099,323127513.0,0.81788,57466.7871132,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.916666666667,0.318736853347,20.0,0.11754
Uruguay,20046.9268329,3444006.0,0.9546,15220.5660251,1,0.2,1.5,0.06,0.8,0.05,0.666666666667,0.633333333333,0.291886653971,20.0,0.390733584752
Uzbekistan,6038.87141395,31848200.0,0.36479,2110.6478724,1,0.2,1.5,0.06,0.8,0.05,0.0,0.0,0.730183656731,20.0,0.243731275401
Vanuatu,2856.47531029,270402.0,0.26441,2860.56647483,1,0.2,1.5,0.06,0.8,0.05,0.466666666667,0.25,0.297067615658,20.0,0.0992740064388
"Venezuela, RB",17665.2399979,31568179.0,0.89043,12237.2240642,1,0.2,1.5,0.06,0.8,0.05,0.0,0.05,0.313169807855,20.0,0.104898861375
Vietnam,5955.26188759,92701100.0,0.34236,2185.69028246,1,0.2,1.5,0.06,0.8,0.05,0.533333333333,0.591666666667,0.269704550995,20.0,0.150574820789
"Yemen, Rep.",2325.06995998,27584213.0,0.35187,990.334773955,1,0.2,1.5,0.06,0.8,0.05,0.333333333333,0.166666666667,0.21913147566,20.0,0.0806179213415
Zambia,3636.05971131,16591390.0,0.41379,1178.38790501,1,0.2,1.5,0.06,0.8,0.05,0.866666666667,0.541666666667,0.425750249346,20.0,0.0887052642854
Zimbabwe,1859.93744141,16150362.0,0.32277,1008.59733051,1,0.2,1.5,0.06,0.8,0.05,0.733333333333,0.416666666667,19.1437616947,20.0,0.10860556373
