country,gdp_pc_pp,pop,v,fa,resilience,risk,risk_to_assets,fa_in_gdp
Albania,9960.94072581355,2.897366,0.3823422499999999,0.004814003526083852,0.6900702965998223,0.014311556663375379,0.009875980151500612,0.025982318053862318
Angola,7488.011759834088,21.471618,0.6053999999999999,0.0015427354858587633,0.3120856327267252,0.004777333079139735,0.0014909370167496383,0.0035678649308804235
Argentina,18087.196261682242,41.446246,0.41111968330750004,0.003087026024930582,0.5672916958774933,0.007757691745644917,0.0044008741064817366,0.011452537862090419
Armenia,7526.836419112871,2.976566,0.24298125,0.011310231920394972,0.7069150145750933,0.010292559201841443,0.007275964638184754,0.030843643014736667
Australia,42834.0167597384,23.1293,0.5499464199999998,0.0012901564519903438,0.7229685128905209,0.0028060909590519245,0.0020287154077013054,0.004715442902142098
Austria,44056.254416802,8.479823,0.26746029999999993,0.0023492092290548594,0.7302393927796034,0.00323985859332621,0.0023658723718823116,0.010113760184049294
Azerbaijan,16593.188760048204,9.416801,0.24258125,0.006641821764231441,0.6148326164404257,0.0043044176672888505,0.002646496376631598,0.011102616959508751
Bangladesh,2853.447740155661,156.594962,0.4407956720642625,0.017630743911551262,0.657645213252448,0.0345450560801028,0.02271839077261698,0.060856754651097196
Belarus,17054.558334452504,9.466,0.3329484999999999,0.005167037707718827,0.6398406635218188,0.005667796051517664,0.003626486386309407,0.013370709678347399
Belgium,40608.97200934282,11.182817,0.28586500000000004,0.0005136267165988726,0.7710595129420847,0.0008559091824226554,0.0006599569173214706,0.0023703129807427547
Benin,1733.3093993643502,10.323474,0.675065997529089,0.0016261606815879603,0.5005428935068783,0.005259870235198932,0.0026327906669971783,0.004923979786203713
Bolivia,5934.38797771874,10.6712,0.3991842518508732,0.0056312233810221594,0.49288100037461835,0.010112691704388568,0.0049843536037391415,0.013349376070981628
Bosnia and Herzegovina,9387.350031380154,3.829307,0.4613013503895525,0.004367918784590919,0.6292895336457522,0.009827088007687976,0.006184083629453731,0.013484051132574762
Botswana,15246.608797311901,2.021144,0.6432593897360632,0.0014154932858758576,0.5840477997951535,0.0049414424054324444,0.00288603856470729,0.005034152386336811
Brazil,14555.082195311496,200.361925,0.6523354131949007,0.00081280561664977,0.6189712385225296,0.0030435079282682283,0.0018838438718133234,0.0030605500723718693
Bulgaria,15695.017794275904,7.265115,0.40591779246676,0.0019776455941523143,0.6853527241568311,0.003370996355473516,0.002310321535346524,0.006121254644191836
Burkina Faso,1630.4444967271695,16.934839,0.6752200751066846,0.0015020294323055277,0.701755881823911,0.003305864157733048,0.002319909617200016,0.0037026341737732174
Burundi,746.960151427392,10.162532,0.4655239424554544,0.003962187037333855,0.5903734584002988,0.006387516151878821,0.003771020001172468,0.008558021770075596
Cambodia,2943.5246683518503,15.135169,0.2484568678527499,0.035624871717024706,0.5254216380907827,0.03608049467316624,0.018957472614300766,0.07756434188104012
Cameroon,2739.343944800181,22.253959,0.3212323741009899,0.0042958219332717455,0.4663673243557289,0.0057364934091121865,0.0026753130823919244,0.010234542231143815
Canada,41898.88235946359,35.154279,0.28659953120615644,0.0013722913974136787,0.7016073341696584,0.001394112775876688,0.0009781197482147056,0.0040904836939901984
Central African Republic,584.375944042188,4.616417,0.6370171025826129,0.0028221493877224994,0.5230781372156744,0.010552265656551848,0.005519659463034076,0.008966496214922182
Chad,2021.5934708651703,12.825314,0.6747312772743123,0.002761314151942967,0.4759408896206086,0.005119417846196026,0.0024365402840581564,0.0036661052922616873
Chile,21714.0315564501,17.619708,0.1242364457,0.028294043191341732,0.5385946012802071,0.017936162199414987,0.009660320128291038,0.08144652493741739
China,11524.567506562998,1357.38,0.5446197895561251,0.0015506131288771827,0.6668082385177388,0.004804656046264334,0.0032037842348931244,0.006764844356673336
Colombia,12025.3853718442,48.321405,0.232753122,0.017069886722481747,0.45124544185138604,0.030410006731072827,0.013722376924066582,0.06101198114987387
"Congo, Dem. Rep.",783.2592535785261,67.513677,0.60547,0.004068449047805538,0.5092245576990037,0.016902226986870942,0.008607029061517519,0.017162396294193156
"Congo, Rep.",5680.2299827443285,4.447632,0.3187580501900085,0.007024690619635948,0.5050555783299505,0.011767585430504482,0.005943284665150541,0.018845408705022906
Costa Rica,13430.743207071202,4.872166,0.3369962920863177,0.005841500297278431,0.5111877555454585,0.007639516824870793,0.003905227459157468,0.012121891748949707
Croatia,20048.987159099495,4.2557,0.4619310584838899,0.0031746105128793627,0.7366264397520931,0.007848813198441629,0.0057816433226472955,0.013771371145669096
Czech Republic,28124.4644802821,10.514272,0.44023045,0.0010931010545951539,0.7494203507609097,0.002311558998015766,0.0017323293550975125,0.0045583895844918615
Denmark,42482.73245525211,5.614932,0.254565,5.7302281468002187e-05,0.8083565234476342,6.434310519949486e-05,5.2012168826889056e-05,0.00024902551660321636
Djibouti,2902.5462446952693,0.872932,0.3118704328050641,0.002142298396323205,0.5927949547700863,0.004228943783425909,0.0025068965388211992,0.008220682023538898
Dominican Republic,11795.470579020399,10.403761,0.3024547681977739,0.01635845697406255,0.6372232686038297,0.01849303575445067,0.011784192689858546,0.043373829150338036
Ecuador,10540.657366653302,15.737878,0.6774351593877095,0.007522780018705212,0.6603588108364523,0.029326917242869864,0.019366288196000593,0.02921768975313445
"Egypt, Arab Rep.",10733.488722812801,82.056378,0.5638749999999999,0.0008017646411296701,0.577942145218024,0.0014753431637639339,0.0008526629929984745,0.0016270289762865663
El Salvador,7515.082656377622,6.340454,0.4548199999999999,0.008019352844853951,0.649819595709944,0.041526716894094325,0.026984874383281673,0.05973733064289583
Estonia,25253.7672011471,1.317997,0.14807818533047354,0.004571831714686652,0.5998145524644077,0.003875557323316902,0.0023246156814354857,0.016324449482541484
France,37216.8018998205,65.939866,0.2653120499999999,0.001819958089259607,0.7156335363419032,0.002452658732672266,0.0017552048423021044,0.008144841217645136
Gabon,18646.36981443209,1.671711,0.3488488699391853,0.007148310210177601,0.42483286458883207,0.015546817174060755,0.0066047988752950815,0.02166729950828822
Georgia,6930.29138015289,4.4872,0.21912735584,0.017578977654597275,0.6820847896647046,0.013970509904364417,0.009529072309627077,0.048391588723163
Germany,42883.686807951686,80.651873,0.24564045083812494,0.0012000950701947961,0.7750412958362207,0.001269581101468065,0.0009839777820509854,0.004395671727332813
Ghana,3864.030788779499,25.904598,0.6975351596908681,0.0012806593606594693,0.609239096109918,0.002931289333747988,0.001785856064129268,0.0031393709993506142
Greece,24305.059606893305,11.027549,0.16143671157625006,0.027013304092137015,0.6084934500845265,0.030969559401426875,0.018844774047771923,0.11408042744753266
Guatemala,7062.530674821691,15.468203,0.11871960196032814,0.03697673323730202,0.24553728720167148,0.02687263738298783,0.006598234482973056,0.057101388144024184
Guinea,1212.88813283302,11.745189,0.6861324999999998,0.0026512757212349305,0.6324999640783286,0.007013406669326672,0.004435979466415831,0.007551996975427262
Honduras,4445.2710541232,8.097688,0.3994309198356691,0.02585024509524149,0.4644258110128848,0.05999657787177412,0.027863959336096394,0.0710967121022337
Hungary,22706.611896434297,9.893899,0.4569588375,0.005938056924542175,0.7981004715535477,0.011607693280808745,0.009264105481062407,0.026836320840255435
India,5243.95705971261,1252.139596,0.53748970942675,0.0027619424415383934,0.6262217263726314,0.004397668341656483,0.00275391546092639,0.00610333334619622
Indonesia,9254.42217970391,249.865631,0.205414551735,0.005661951764286761,0.6878755311037796,0.004865329829272314,0.0033467413403057544,0.018265726413445652
"Iran, Islamic Rep.",15090.047220074797,77.447168,0.3004409965914961,0.007543804195313308,0.5520446198932674,0.012608014301202881,0.006960186462516424,0.02372301446554853
Iraq,14471.473317625,33.417476,0.6088,0.0055096323110108356,0.5644935421857668,0.009202184146090815,0.00519457352447251,0.009432808297160224
Ireland,44647.2359111421,4.597558,0.2688719700774999,0.0008712847796436063,0.7442658343810876,0.0009899638284153974,0.0007367962547626816,0.0027993035889397272
Israel,30926.849094520792,8.0595,0.5569149999999999,0.0008084790150925914,0.6178003739600446,0.002023615177055706,0.001250190213136237,0.00225530822124503
Italy,33923.5598171182,60.233948,0.2595613499999999,0.004612140073294091,0.6707825944064517,0.00861043539682394,0.005775730194450708,0.02254091049606302
Jamaica,8607.498562766183,2.714734,0.4078872221218409,0.015998737121408632,0.5652329528687813,0.025753606195640447,0.01455678687698159,0.04199043160828695
Japan,35614.31002268291,127.338621,0.21194430097499994,0.007167923395787524,0.7754994213423052,0.008444315698742499,0.006548561938006551,0.03406119131282315
Jordan,11404.738859536898,6.46,0.5623449999999999,0.0006900465388808886,0.7317838457558868,0.003006200728157605,0.0021998891299653198,0.00392690558260203
Kazakhstan,22469.679019436495,17.035275,0.15510598902184342,0.006589000479348583,0.6247605344661865,0.004269759329973374,0.0026675771210361516,0.01993219415993812
Kenya,2705.323218139811,44.353691,0.6048399999999999,0.00202064362841297,0.46489679767357095,0.004732801381792708,0.0022002642064204814,0.004364615595754952
Kyrgyz Republic,3109.8128288413104,5.7196,0.19670332309609276,0.025514519035873373,0.5507941504307261,0.015067955296498148,0.008299341636262857,0.049045098448553856
Lao PDR,4667.34005886512,6.769727,0.30762,0.03157565558391135,0.7343527878959236,0.04802657320338497,0.03526844792499341,0.1276821585626174
Latvia,21832.570741566098,2.012647,0.14521158119320424,0.011127593481120697,0.6503971527865934,0.00990029743988726,0.006439125266643073,0.046487019067465635
Lesotho,2493.613734139731,2.074465,0.6432593897360632,0.0030852463267107464,0.6016395863662295,0.016018141657941343,0.009637148121439499,0.015487243967375181
Liberia,849.8309242360939,4.294077,0.6751456928278454,0.0022009268702007545,0.6028719863611552,0.005214851679238561,0.003143887990441357,0.004657927286958067
Lithuania,24469.622500843605,2.957689,0.27735486446,0.0033336698650881604,0.7041760028378404,0.003967862202016072,0.0027940733452270295,0.010651913138276906
"Macedonia, FYR",11608.9689707937,2.107158,0.18298131040000004,0.0051559159325591615,0.6187972823432237,0.005453385863389857,0.003374540351834598,0.019535004009957738
Madagascar,1368.63241207592,22.924851,0.4591881438882358,0.024492856471153672,0.622721234300719,0.0568673922546599,0.035412532696284964,0.0832883597503859
Malawi,754.9819752679712,16.362567,0.4563808185068259,0.006475460397772823,0.5958069153523752,0.0169236192626612,0.010083209389484206,0.02558696136013534
Malaysia,22589.371447496604,29.716965,0.2307786681760219,0.004277834358876136,0.587459881375502,0.005289556266276791,0.003107402096716007,0.017070772189512317
Mali,1589.1673480781,15.30165,0.14377638862000006,0.014051405410611872,0.4010181625199669,0.006378924078192153,0.002558064412690991,0.021824209764699096
Mauritania,2945.2295694967197,3.88988,0.12928393783,0.011364717064410185,0.35693229952273364,0.015425136120594731,0.005505729305975056,0.047729660131822116
Mexico,16290.812821426902,122.332399,0.34048601454000005,0.0017159250445823308,0.5820250480926937,0.0024759993485863083,0.0014410936399384244,0.004659509195907935
Moldova,4521.084844788112,3.558566,0.4394786400963822,0.005903092445154445,0.7468168672939804,0.012091350699219265,0.009030024650543811,0.022995647329627746
Mongolia,9132.30570379131,2.839073,0.1478624194276683,0.0064455534889945616,0.574963227226461,0.006947859713828917,0.00399476384337979,0.031036750868713155
Montenegro,14151.5411049103,0.621383,0.4623514218676249,0.0019116372065012999,0.663704079772424,0.003511386395358529,0.002330521476256841,0.0052388454144035035
Morocco,6967.259245878558,33.00815,0.242558249125,0.003671169119963174,0.5162428664195793,0.005716288986795161,0.0029509934118258064,0.013634444292688046
Nepal,2172.7903916176197,27.797457,0.4236779371375,0.007062500012704873,0.6341149645721491,0.016394845728841454,0.01039621701851015,0.026138113628026705
Netherlands,45021.1574077338,16.804432,0.2631375952,0.001035438832456405,0.7815296519163061,0.0011628518780790634,0.0009088032235053531,0.0041004247726404005
Niger,886.809611289333,17.83127,0.15740027991999994,0.010700647961576649,0.5360233946865852,0.010697653632500208,0.005734192615274041,0.04580907499711427
Nigeria,5422.6933427295,173.615345,0.674866759282198,0.0017867486525130843,0.4829362670622574,0.0024272509479594715,0.0011722075120308728,0.002045166778749874
Pakistan,4454.074828784341,182.142594,0.5380703106049999,0.00463653987466985,0.6509156363448714,0.009192061940447731,0.005983256847288008,0.012307741532499875
Panama,18793.3933318045,3.86417,0.6771757934036601,0.0018705509095224893,0.4927029582780269,0.004449389374539966,0.002192227307366661,0.0034624268942467177
Paraguay,7833.074001567578,6.802295,0.385304303815,0.0022166098275630923,0.5098383972654759,0.0037635094750290148,0.0019187816388422253,0.006018927657233028
Peru,11396.493020613105,30.375603,0.162205214025,0.03542012699167744,0.40016162245659065,0.052447368814462915,0.020987424198374675,0.13108919554818618
Philippines,6326.2164238939795,98.393574,1.9846279072851476,0.060889058987559946,0.6915695201077396,0.06530590973162995,0.04516357665330269,0.22250122268010086
Poland,22835.220460808807,38.514479,0.15029749175932722,0.002846572382883883,0.6056637696861815,0.001415998693364332,0.0008576191064937487,0.006889047073853666
Romania,18184.1097333037,19.981358,0.35917428567000004,0.003528697254000892,0.7133260424244883,0.005796802417504527,0.004135010127195211,0.01317917129370253
Russian Federation,23564.207736364595,143.499861,0.17351433742170347,0.004046262984627826,0.5239660391116315,0.0035743342681945236,0.0018728297689668567,0.011588464239101605
Rwanda,1426.3662876262308,11.776522,0.6834029999999999,0.0038983749305246977,0.5996241536162689,0.006038239673208061,0.0036206743533795595,0.005470805905199344
Senegal,2170.0772069901705,14.13328,0.6859059999999998,0.0006139468500931932,0.7642472413729471,0.0022423490426896155,0.0017137090700708073,0.002714055727308877
Serbia,12892.4963006621,7.164132,0.4629978335791724,0.007142658119870012,0.7155608309157037,0.019385125432801496,0.013871236462100577,0.03244886156880846
Sierra Leone,1494.6485483389602,6.092075,0.6755096346921662,0.0038183153363772824,0.6512376892955405,0.008206555558730578,0.005344418279143175,0.009384700167156897
Slovak Republic,25758.862634894904,5.413393,0.4637475390073649,0.002499498381205852,0.7341453385917063,0.004498035315869326,0.003302211659966339,0.008170915235430554
Slovenia,27368.172025911797,2.059953,0.3777623578235809,0.0035724453600701504,0.7692742649803295,0.0073764727958985175,0.005674530688212228,0.016140234608760552
South Africa,12454.190922007301,53.15749,0.6430316330666217,0.0016527558474035656,0.5511953922102775,0.004311144889413832,0.0023762831981957904,0.0040094199715485805
Spain,31682.644741177108,46.617825,0.10027050000000004,0.0013091236435459593,0.7949759377584905,0.0007594681493687224,0.0006037589042421054,0.007153708604649798
Sri Lanka,9425.737382585941,20.483,0.6759062241269043,0.0010660372466127226,0.706114141465491,0.0025831353168944632,0.001823988376578123,0.003154322153475122
Sudan,3264.7729779456295,37.964306,0.6068100000000001,0.002863901459303126,0.5017750761482844,0.003336756086648051,0.0016743010394660773,0.0030185942591640603
Swaziland,6470.88419034393,1.249514,0.3096389999999999,0.0036299986101150194,0.5648490648958341,0.009636704099783056,0.0054432832994403095,0.01906706081476875
Sweden,43540.494391932596,9.600379,0.26459421465,0.000150071892384204,0.732786328467814,0.00012566516668313836,9.208571611003281e-05,0.00041993698922307274
Syrian Arab Republic,4959.392523364486,22.84555,0.5153599999999999,0.0022592368521798427,0.659285447279026,0.0062424078739372725,0.004115528667266849,0.008344341789623224
Tajikistan,2431.6590685452597,8.207834,0.15171538197776147,0.03427089238594619,0.5635135534140959,0.02183071071223106,0.012301901367004493,0.08891684405232975
Tanzania,2364.702756760789,49.253126,0.4614803636950751,0.002769672786280104,0.5963793927589948,0.004724370393914743,0.0028175171466914475,0.006702912666596584
Thailand,13931.811471326702,67.010502,0.15936797875800002,0.01056748626595718,0.510380615595479,0.012816792443328756,0.006541442417185614,0.043969568874474445
Togo,1345.9142762919698,6.816982,0.6975247551306777,0.00181472078231444,0.5916784297219687,0.005439560009295304,0.0032184703246782628,0.004892854603537266
Turkey,18567.1347101229,74.932641,0.24881830232499996,0.005016930052264037,0.48276968542379095,0.006103803204167905,0.002946731152764867,0.01217208353607089
Uganda,1620.57693909325,37.578876,0.4004952002988476,0.002887920983679981,0.48826243301499217,0.0035564113410110725,0.0017364620541641773,0.005034953125239899
Ukraine,8508.01478731021,45.4896,0.4443753370588368,0.003414654649634619,0.7317117184155643,0.008226825690042192,0.006019664762766082,0.013888942123566807
United Kingdom,36931.47422571949,64.106779,0.26384809512,0.0007617630823764204,0.7276269127413522,0.0008245378401250001,0.0005999559230485765,0.0025130065293653297
United States,51340.48762791171,316.128839,0.5730822031718095,0.003142993625980908,0.6644928059472959,0.0036772596273729054,0.0024435125679897296,0.009860778861876408
Uruguay,18965.8165353822,3.407062,0.4157444098262499,0.00048742612066637804,0.5846504463889177,0.0010316813226384901,0.0006031729458117023,0.0016699157499517714
Uzbekistan,5002.149120074171,30.2432,0.14891042524129364,0.012786189698220023,0.43974080924383124,0.00565610830038324,0.002487221641181277,0.017510922875845557
"Venezuela, RB",17614.5982099448,30.405207,0.6774162964070514,0.002865282373871085,0.6148473522694465,0.010045867989305316,0.006176675334472762,0.009149293137486301
Vietnam,5124.603519802271,89.7089,0.2230643732025,0.021449353279145864,0.7254266727689158,0.02073211974712076,0.01503963264760055,0.07952907431493422
"Yemen, Rep.",3832.2847399189595,24.407381,0.3,0.0038729118634469924,0.7651194071126636,0.006767003923668042,0.00517756603000596,0.017673918599686138
Zambia,3799.5404355804794,14.53864,0.4516676024995047,0.002337733350524219,0.39556564023627827,0.004997312616567004,0.001976765164633158,0.005490856092540127
