country,vp,vr,v
Afghanistan,0.6999999999999998,0.4549088965878277,
Albania,0.6999999999999998,0.35149999999999987,0.3825164999999999
Algeria,0.5503924,0.10000000000000002,0.14233688560000002
American Samoa,0.3000000000000001,0.27549999999999997,
Andorra,0.10499999999999998,0.10000000000000002,
Angola,0.6999999999999997,0.6,0.6053999999999999
Antigua and Barbuda,0.3,0.21750000000000005,0.21834975000000006
Arab World,,,
Argentina,0.6999999999999998,0.3973657374999999,0.4124974506249999
Armenia,0.2999999999999999,0.2375,0.2424375
Aruba,0.6999999999999997,0.6764212741773349,
Australia,0.6999999999999998,0.5385999999999999,0.5503821999999999
Austria,0.5700000000000001,0.2394999999999999,0.26560949999999994
Azerbaijan,0.2999999999999999,0.2375,0.24275
"Bahamas, The",0.6999999999999998,0.47350000000000003,
Bahrain,0.6999999999999997,0.62725,
Bangladesh,0.6999999999999998,0.4141510725658423,0.43873408032517985
Barbados,0.39799999999999985,0.24700000000000003,
Belarus,0.6999999999999998,0.29499999999999993,0.3338799999999999
Belgium,0.46000000000000013,0.26999999999999996,0.28634
Belize,0.466,0.26899999999999996,0.27532369999999995
Benin,0.7000000000000002,0.6734349004145418,0.6742849836012764
Bermuda,0.6999999999999998,0.5265,
Bhutan,0.6999999999999997,0.6738905766438061,0.6756399080086711
Bolivia,0.6999999999999998,0.38885421167860285,0.4009888974231373
Bosnia and Herzegovina,0.6999999999999998,0.4420235935,0.4618877768005
Botswana,0.6999999999999997,0.6416008539893611,0.6432360300776588
Brazil,0.6999999999999997,0.6506628849962744,0.6524390211364085
British Virgin Islands,,,
Brunei Darussalam,0.39486964955708176,0.22297463449207036,
Bulgaria,0.6999999999999998,0.3853306138,0.404210776972
Burkina Faso,0.6999999999999997,0.6734349004145419,0.6756398036801349
Burundi,0.6999999999999998,0.4424472127146907,0.46021835503737707
Cabo Verde,,,
Cambodia,0.6999999999999998,0.20316341249999995,
Cameroon,0.6343680960785822,0.3,0.31504656432353617
Canada,0.39271984947110816,0.27848915166168753,0.28602837771710926
Caribbean small states,,,
Cayman Islands,0.6999999999999998,0.391375828971834,
Central African Republic,0.7000000000000002,0.6348205552960912,0.6369714769713202
Central Europe and the Baltics,,,
Chad,0.7000000000000002,0.6734349004145418,0.6747365902942292
Channel Islands,,,
Chile,0.31309089999999995,0.11518937500000001,0.1246886482
China,0.6999999999999997,0.53495578875,0.543538087735
Colombia,0.5283856,0.2223836,0.23431767799999997
Comoros,0.6999999999999998,0.4424472127146907,0.4540370881425295
"Congo, Dem. Rep.",0.6999999999999997,0.6,0.6054999999999999
"Congo, Rep.",0.6343680960785822,0.3,0.3140434600353004
Costa Rica,0.6999999999999998,0.32104216733095065,0.3369583963030507
Cote d'Ivoire,0.6999999999999997,0.6734349004145419,0.6749491110909129
Croatia,0.6999999999999998,0.44118744909999996,0.46008076531569997
Cuba,0.3,0.14625,
Curacao,0.32000000000000006,0.2999999999999999,
Cyprus,0.46490076190476187,0.10000000000000002,0.1288271601904762
Czech Republic,0.6999999999999998,0.4135,0.4412905
Denmark,0.2999999999999999,0.25,0.2547
Djibouti,0.6224866506129807,0.2919383715793353,0.3081352372519839
Dominica,0.40199999999999997,0.26899999999999996,0.27405399999999996
Dominican Republic,0.3489973692170466,0.2999999999999999,0.30240087109163516
Early-demographic dividend,,,
East Asia & Pacific,,,
East Asia & Pacific (IDA & IBRD countries),,,
East Asia & Pacific (excluding high income),,,
Ecuador,0.6999999999999997,0.6764212741773349,0.6775294742910001
"Egypt, Arab Rep.",0.6999999999999998,0.5499999999999999,0.56365
El Salvador,0.6999999999999998,0.43999999999999995,0.4553399999999999
Equatorial Guinea,0.6999999999999998,0.3269905140632944,
Eritrea,0.6999999999999997,0.6,
Estonia,0.43421459615058977,0.12597759214313936,0.14909536744369814
Ethiopia,0.6224866506129807,0.2919383715793353,0.31375455799555585
Euro area,,,
Europe & Central Asia,,,
Europe & Central Asia (IDA & IBRD countries),,,
Europe & Central Asia (excluding high income),,,
European Union,,,
Faroe Islands,,,
Fiji,0.5179999999999999,0.22549999999999995,0.24772999999999995
Finland,0.3999999999999998,0.2825,0.29354499999999994
Fragile and conflict affected situations,,,
France,0.5700000000000001,0.2394999999999999,0.26560949999999994
French Polynesia,0.6999999999999998,0.4444999999999999,
Gabon,0.6999999999999998,0.3269905140632944,0.34862506424762324
"Gambia, The",0.6999999999999997,0.6734349004145419,0.6754007177838657
Georgia,0.538522,0.20116745,0.22377020485
Germany,0.3000000000000001,0.24068881249999996,0.24531508512499997
Ghana,0.6999999999999997,0.6973988599523725,0.6975393215149442
Gibraltar,,,
Greece,0.44478322000000003,0.1414014125,0.1593009391425
Greenland,0.3000000000000001,0.26306389999999996,
Grenada,0.3159999999999999,0.26899999999999996,
Guam,0.39486964955708176,0.22297463449207036,
Guatemala,0.5828090559822138,0.10000000000000002,0.12172640751919964
Guinea,0.6999999999999997,0.6849999999999998,0.6861399999999999
Guinea-Bissau,0.6999999999999997,0.6755000000000001,0.6766025
Guyana,0.3439999999999999,0.2845,0.2871775
Haiti,0.4723273735671103,0.10621203058808408,0.12634837445193053
Heavily indebted poor countries (HIPC),,,
High income,,,
Honduras,0.6999999999999998,0.391375828971834,0.40125180244473524
"Hong Kong SAR, China",0.32,0.10000000000000002,
Hungary,0.6999999999999998,0.4351049999999999,0.4557668099999999
Iceland,0.3000000000000001,0.25887037499999993,0.26285994862499995
India,0.6999999999999998,0.5222167399999998,0.5369727505799999
Indonesia,0.3,0.19689564999999998,0.2043191632
"Iran, Islamic Rep.",0.6999999999999998,0.2718316681733372,0.29880627307841695
Iraq,0.6999999999999997,0.6,0.6088
Ireland,0.2999999999999999,0.2662639375,0.26892908643749996
Isle of Man,0.2999999999999999,0.2688332625,
Israel,0.6999999999999998,0.5499999999999999,0.5570499999999999
Italy,0.5700000000000001,0.2394999999999999,0.2599909999999999
Jamaica,0.6999999999999998,0.391375828971834,0.4077329100363267
Japan,0.3,0.20477700000000001,0.211823502
Jordan,0.6999999999999998,0.5499999999999999,0.5622999999999999
Kazakhstan,0.43421459615058977,0.12597759214313936,0.15680129254388442
Kenya,0.6999999999999997,0.6,0.6047
Kiribati,0.6999999999999998,0.4444999999999999,0.46136299999999986
"Korea, Dem. People's Rep.",,,
"Korea, Rep.",0.3,0.20902799999999994,0.21566895599999994
Kosovo,,,
Kuwait,0.6999999999999998,0.4921416590025418,
Kyrgyz Republic,0.6687523001891008,0.1573663400378202,0.2085049360529483
Lao PDR,0.3999999999999998,0.3,0.3076
Late-demographic dividend,,,
Latin America & Caribbean,,,
Latin America & Caribbean (excluding high income),,,
Latin America & the Caribbean (IDA & IBRD countries),,,
Latvia,0.4342145961505898,0.12597759214313936,0.14786241942766834
Least developed countries: UN classification,,,
Lebanon,0.6999999999999998,0.49999999999999994,0.5157999999999999
Lesotho,0.6999999999999997,0.6416008539893611,0.6432360300776588
Liberia,0.6999999999999997,0.6734349004145419,0.6754804130826222
Libya,0.6999999999999997,0.6,
Liechtenstein,0.10500000000000004,0.09999999999999998,
Lithuania,0.4734880000000001,0.26252319999999996,0.2753920528
Low & middle income,,,
Low income,,,
Lower middle income,,,
Luxembourg,0.3000000000000001,0.25977239999999996,0.26295038039999996
"Macao SAR, China",0.3000000000000001,0.25749999999999995,
"Macedonia, FYR",0.4470328,0.1678388,0.18347366399999998
Madagascar,0.6999999999999998,0.4424472127146907,0.4571277215899533
Malawi,0.6999999999999998,0.4424472127146907,0.45661261601538267
Malaysia,0.39486964955708176,0.22297463449207036,0.23088180518506085
Maldives,0.6999999999999998,0.44449999999999973,0.4608519999999997
Mali,0.6468485499999999,0.10000000000000002,0.14374788400000002
Malta,0.5700000000000001,0.2394999999999999,0.2679229999999999
Marshall Islands,0.2999999999999999,0.26392675,0.264312733775
Mauritania,0.5845950999999999,0.10000000000000002,0.1363446325
Mauritius,0.2999999999999999,0.3,0.3
Mexico,0.6999999999999998,0.32153845,0.34311075834999993
"Micronesia, Fed. Sts.",0.6999999999999998,0.4444999999999999,0.45855249999999986
Middle East & North Africa,,,
Middle East & North Africa (IDA & IBRD countries),,,
Middle East & North Africa (excluding high income),,,
Middle income,,,
Moldova,0.6999999999999998,0.4153083161363591,0.4437774845227232
Monaco,0.5700000000000001,0.2394999999999999,
Mongolia,0.4342145961505898,0.12597759214313933,0.1506365524637354
Montenegro,0.6999999999999998,0.44097396082499996,0.46299117415487495
Morocco,0.6999999999999998,0.2091521875,0.2410572953125
Mozambique,0.48000000000000015,0.2999999999999999,0.3075599999999999
Myanmar,0.3639999999999999,0.3,0.304672
Namibia,0.6999999999999997,0.6416008539893611,0.6435280258077122
Nauru,0.37600000000000006,0.26599999999999996,
Nepal,0.6999999999999998,0.3982813749999999,0.4233240208749999
Netherlands,0.2999999999999999,0.25962989999999997,0.2631420987
New Caledonia,0.37600000000000006,0.26599999999999996,
New Zealand,0.2999999999999999,0.24470214250000002,
Nicaragua,0.6999999999999998,0.32104216733095076,0.34036901679707227
Niger,0.6999999999999998,0.103779625,0.15028481424999998
Nigeria,0.6999999999999997,0.6734349004145419,0.6748694157921565
North America,,,
Northern Mariana Islands,0.6999999999999998,0.4444999999999999,
Norway,0.43421459615058977,0.12597759214313936,0.15371892250380992
OECD members,,,
Oman,0.2999999999999999,0.3,
Other small states,,,
Pacific island small states,,,
Pakistan,0.6999999999999998,0.5201834,0.5367265271999999
Palau,0.6999999999999998,0.4444999999999999,
Panama,0.6999999999999997,0.6764212741773349,0.6771993721294828
Papua New Guinea,0.6999999999999998,0.5385999999999999,0.5468313999999997
Paraguay,0.6999999999999998,0.37219014999999994,0.3869415932499999
Peru,0.5791459999999999,0.1434415,0.163483907
Philippines,0.3,0.22297463449207036,0.22805830861559373
Poland,0.43421459615058977,0.12597759214313936,0.15094478946774287
Portugal,0.10500000000000004,0.09999999999999998,0.10033499999999998
Post-demographic dividend,,,
Pre-demographic dividend,,,
Puerto Rico,0.3489973692170465,0.2999999999999999,
Qatar,0.2999999999999999,0.3,
Romania,0.6999999999999998,0.325110175,0.356975810125
Russian Federation,0.6014665578935485,0.1438537055539877,0.17542899236541737
Rwanda,0.6999999999999997,0.6825,0.68341
Samoa,0.6999999999999998,0.4444999999999999,0.4608519999999999
San Marino,0.5700000000000001,0.2394999999999999,
Sao Tome and Principe,0.6999999999999998,0.349,0.37848399999999993
Saudi Arabia,0.2999999999999999,0.3,
Senegal,0.6999999999999997,0.6849999999999998,0.6859149999999998
Serbia,0.6999999999999998,0.4413437507,0.464622813137
Seychelles,0.2999999999999999,0.3,0.3
Sierra Leone,0.6999999999999997,0.6734349004145419,0.6755335432817932
Singapore,0.3,0.1525,
Sint Maarten (Dutch part),0.6999999999999998,0.4554999999999999,
Slovak Republic,0.6999999999999998,0.4414388456999999,0.46341654381549996
Slovenia,0.6999999999999998,0.3430357439755195,0.37730431255386965
Small states,,,
Solomon Islands,0.6999999999999998,0.3740816249999999,0.3968959112499999
Somalia,0.6224866506129807,0.2919383715793353,
South Africa,0.6999999999999997,0.6416008539893611,0.6430024334936164
South Asia,,,
South Asia (IDA & IBRD),,,
South Sudan,0.6999999999999997,0.6,0.6039
Spain,0.10499999999999998,0.10000000000000002,0.10029000000000002
Sri Lanka,0.6999999999999997,0.6738905766438061,0.6757182362787397
St. Kitts and Nevis,0.3099999999999999,0.24800000000000003,
St. Lucia,0.3079999999999999,0.26899999999999996,0.2710397
St. Martin (French part),,,
St. Vincent and the Grenadines,0.5579999999999999,0.22499999999999998,0.29259899999999994
Sub-Saharan Africa,,,
Sub-Saharan Africa (IDA & IBRD countries),,,
Sub-Saharan Africa (excluding high income),,,
Sudan,0.6999999999999997,0.6,0.6067999999999999
Suriname,0.6999999999999997,0.6506628849962744,
Swaziland,0.5379999999999999,0.2999999999999999,0.30951999999999985
Sweden,0.2999999999999999,0.26083354999999997,0.2640451989
Switzerland,0.5700000000000001,0.2394999999999999,0.26527899999999993
Syrian Arab Republic,0.6999999999999998,0.49999999999999994,0.5154
Tajikistan,0.43421459615058977,0.12597759214313936,0.1487871304396907
Tanzania,0.6999999999999998,0.4424472127146907,0.46150611897380356
Thailand,0.644066,0.12207294999999997,0.15809047045
Timor-Leste,0.3,0.217434025,0.22519522665000002
Togo,0.6999999999999997,0.6973988599523725,0.6975289169547538
Tonga,0.2999999999999999,0.2999999999999999,0.29999999999999993
Trinidad and Tobago,0.446,0.26899999999999996,0.27767299999999995
Tunisia,0.56380195,0.10000000000000002,0.13107473065000003
Turkey,0.6999999999999998,0.22005241249999996,0.24740942498749993
Turkmenistan,0.6999999999999998,0.4670699471145441,
Turks and Caicos Islands,0.5579999999999999,0.22499999999999998,
Tuvalu,0.5659999999999998,0.22549999999999995,0.24797299999999994
Uganda,0.6999999999999998,0.3820205969835944,0.40237127877664436
Ukraine,0.6999999999999998,0.4153083161363591,0.44406217620658683
United Arab Emirates,0.2999999999999999,0.3,
United Kingdom,0.3000000000000001,0.2615766874999999,0.2644584359374999
United States,0.39271984947110816,0.27848915166168753,0.2842006865521585
Upper middle income,,,
Uruguay,0.6999999999999998,0.40017474999999997,0.41756461449999993
Uzbekistan,0.43421459615058977,0.12597759214313936,
Vanuatu,0.2999999999999999,0.26599999999999996,0.26827799999999996
"Venezuela, RB",0.6999999999999997,0.6764212741773349,0.6771757934036601
Vietnam,0.3,0.2166199,0.2225398871
Virgin Islands (U.S.),0.3489973692170465,0.2999999999999999,
West Bank and Gaza,0.6999999999999998,0.5499999999999999,0.5615499999999999
World,,,
"Yemen, Rep.",0.2999999999999999,0.3,0.3
Zambia,0.6999999999999998,0.4424472127146907,0.4499162435459646
Zimbabwe,0.6999999999999997,0.6416008539893611,0.6449880044579781
